Gene	S21
BnaA01g06840D	2
BnaA01g06850D	141
BnaA01g06850D--BnaAnng10840D	9
BnaA01g06850D--BnaCnng29560D	1
BnaA01g06860D	46
BnaA01g06870D	1
BnaA01g06890D	2
BnaA01g06910D	30
BnaA01g06910D--BnaC07g42330D	3
BnaA01g06940D	55
BnaA01g06970D	23
BnaA01g06990D	59
BnaA01g07000D	495
BnaA01g07010D	14
BnaA01g07050D	44
BnaA01g07050D--BnaCnng73910D	113
BnaA01g07050D--BnaCnng73910D--BnaUnng04640D	3
BnaA01g07060D	35
BnaA01g07070D	1
BnaA01g07080D	2
BnaA01g07080D--BnaA01g07070D	1
BnaA01g07090D	100
BnaA01g07100D	111
BnaA01g07110D	27
BnaA01g07120D	20
BnaA01g07130D	73
BnaA01g07140D	124
BnaA01g07150D	50
BnaA01g07160D	75
BnaA01g07170D	172
BnaA01g07190D	212
BnaA01g07190D--BnaA01g07660D	1
BnaA01g07200D	32
BnaA01g07200D--BnaCnng42150D	5
BnaA01g07210D	2
BnaA01g07220D	16
BnaA01g07240D	21
BnaA01g07270D	496
BnaA01g07280D	136
BnaA01g07290D	68
BnaA01g07300D	1
BnaA01g07310D	30
BnaA01g07320D	21
BnaA01g07330D	27
BnaA01g07340D	65
BnaA01g07340D--BnaC07g41980D	7
BnaA01g07350D	536
BnaA01g07360D	178
BnaA01g07370D	1
BnaA01g07420D	160
BnaA01g07430D	22
BnaA01g07440D	19
BnaA01g07450D	85
BnaA01g07460D	31
BnaA01g07470D	95
BnaA01g07480D	200
BnaA01g07530D	3
BnaA01g07540D	123
BnaA01g07550D	4
BnaA01g07600D	4
BnaA01g07610D	263
BnaA01g07620D	44
BnaA01g07640D	101
BnaA01g07650D--BnaA01g07630D	2
BnaA01g07660D	105
BnaA01g07660D--BnaA09g10060D	2
BnaA01g07690D	110
BnaA01g07690D--BnaCnng53100D	83
BnaA01g07720D	12
BnaA01g07720D--BnaAnng17710D	18
BnaA01g07750D	144
BnaA01g07750D--BnaAnng17740D	60
BnaA01g07750D--BnaAnng17740D--BnaA03g55070D	1
BnaA01g07770D	1
BnaA01g07790D--BnaAnng33770D	41
BnaA01g07800D	23
BnaA01g07800D--BnaA01g07780D--BnaCnng20270D--BnaCnng54180D--BnaAnng24860D--BnaAnng33770D	3
BnaA01g07800D--BnaAnng24860D	46
BnaA01g07800D--BnaAnng24860D--BnaAnng33770D	85
BnaA01g07800D--BnaAnng33770D	17
BnaA01g07800D--BnaCnng20270D--BnaCnng54180D--BnaAnng24860D--BnaAnng33770D	26
BnaA01g07810D	8
BnaA01g07820D	69
BnaA01g07830D	590
BnaA01g07860D	428
BnaA01g07860D--BnaA03g58880D	3
BnaA01g07890D	23
BnaA01g07900D	107
BnaA01g07910D	746
BnaA01g07920D	24
BnaA01g07930D	24
BnaA01g07940D	84
BnaA01g07950D	5
BnaA01g07960D	80
BnaA01g07970D	123
BnaA01g07980D	102
BnaA01g08010D	11
BnaA01g08020D	38
BnaA01g08020D--BnaA03g59070D	1
BnaA01g08050D	2
BnaA01g08060D	3
BnaA01g08080D	24
BnaA01g08080D--BnaA09g54920D	12
BnaA01g08120D	9
BnaA01g08130D	134
BnaA01g08140D	88
BnaA01g08150D	422
BnaA01g08160D	75
BnaA01g08200D	206
BnaA01g08200D--BnaCnng47770D	365
BnaA01g08210D--BnaCnng47760D	2
BnaA01g08240D	73
BnaA01g08240D--BnaC01g09790D	52
BnaA01g08260D	44
BnaA01g08260D--BnaC01g09810D	14
BnaA01g08270D	34
BnaA01g08270D--BnaC01g09820D	35
BnaA01g08280D	40
BnaA01g08280D--BnaC01g09820D	1
BnaA01g08280D--BnaC01g09830D	15
BnaA01g08290D	11
BnaA01g08290D--BnaC01g09840D	6
BnaA01g08300D	62
BnaA01g08300D--BnaC01g09850D	29
BnaA01g08310D	133
BnaA01g08310D--BnaC01g09860D	34
BnaA01g08320D	2
BnaA01g08330D	139
BnaA01g08330D--BnaA03g58940D	1
BnaA01g08330D--BnaC01g09880D	111
BnaA01g08340D	2
BnaA01g08340D--BnaC01g09890D	4
BnaA01g08360D	17
BnaA01g08360D--BnaC01g09910D	42
BnaA01g08370D	4
BnaA01g08370D--BnaC01g09920D	1
BnaA01g08380D	237
BnaA01g08380D--BnaC01g09930D	161
BnaA01g08390D	14
BnaA01g08400D	48
BnaA01g08400D--BnaC01g09940D	16
BnaA01g08410D	81
BnaA01g08410D--BnaC01g09950D	21
BnaA01g08420D	4
BnaA01g08430D	31
BnaA01g08430D--BnaC01g09970D	39
BnaA01g08440D	186
BnaA01g08440D--BnaC01g09980D	528
BnaA01g08450D	47
BnaA01g08450D--BnaC01g10000D	10
BnaA01g08460D	12
BnaA01g08460D--BnaC01g10010D	1
BnaA01g08470D	4
BnaA01g08470D--BnaC01g10020D	1
BnaA01g08480D	59
BnaA01g08480D--BnaC08g48130D--BnaCnng56940D	1
BnaA01g08480D--BnaCnng56940D	54
BnaA01g08490D	15
BnaA01g08490D--BnaC01g10190D	10
BnaA01g08500D	35
BnaA01g08500D--BnaC01g10200D	73
BnaA01g08510D	2
BnaA01g08510D--BnaC01g10210D	2
BnaA01g08520D	11
BnaA01g08520D--BnaA03g43180D	8
BnaA01g08520D--BnaA03g43180D--BnaC01g10220D	4
BnaA01g08520D--BnaA03g43180D--BnaC07g34480D	9
BnaA01g08520D--BnaA03g43180D--BnaC07g34480D--BnaC01g10220D	2
BnaA01g08520D--BnaC01g10220D	2
BnaA01g08520D--BnaC07g34480D	4
BnaA01g08520D--BnaC07g34480D--BnaC01g10220D	3
BnaA01g08530D	131
BnaA01g08530D--BnaC01g10230D	60
BnaA01g08540D	84
BnaA01g08540D--BnaC01g10240D	38
BnaA01g08550D	21
BnaA01g08550D--BnaA03g43210D--BnaC07g34510D	5
BnaA01g08550D--BnaC01g10250D	1
BnaA01g08560D	7
BnaA01g08560D--BnaA01g09290D	59
BnaA01g08610D	5
BnaA01g08610D--BnaAnng25890D	14
BnaA01g08620D	74
BnaA01g08620D--BnaA03g43280D--BnaC07g34670D--BnaCnng36930D	6
BnaA01g08620D--BnaC07g34670D--BnaCnng36930D	3
BnaA01g08620D--BnaCnng36930D	87
BnaA01g08630D	63
BnaA01g08630D--BnaC07g34680D--BnaCnng36920D	1
BnaA01g08630D--BnaCnng36920D	20
BnaA01g08640D	34
BnaA01g08640D--BnaCnng36910D	36
BnaA01g08650D	3
BnaA01g08650D--BnaCnng36890D	1
BnaA01g08670D	2
BnaA01g08670D--BnaC07g34790D--BnaAnng13560D	1
BnaA01g08680D	24
BnaA01g08680D--BnaAnng13520D	49
BnaA01g08690D	3
BnaA01g08690D--BnaAnng13510D	6
BnaA01g08700D	58
BnaA01g08700D--BnaC01g10360D	16
BnaA01g08700D--BnaC07g34860D	3
BnaA01g08700D--BnaC07g34860D--BnaC01g10360D	12
BnaA01g08710D	175
BnaA01g08710D--BnaA03g43400D	20
BnaA01g08710D--BnaC01g10370D	211
BnaA01g08710D--BnaC07g34870D--BnaC01g10370D	12
BnaA01g08750D	84
BnaA01g08750D--BnaC01g10420D	59
BnaA01g08760D	6
BnaA01g08760D--BnaC01g10430D	38
BnaA01g08770D	89
BnaA01g08770D--BnaA03g43440D	2
BnaA01g08770D--BnaA03g43440D--BnaC01g10450D	1
BnaA01g08770D--BnaC01g10450D	21
BnaA01g08770D--BnaC09g19570D--BnaA09g18140D	2
BnaA01g08780D	6
BnaA01g08780D--BnaC01g10460D	9
BnaA01g08790D--BnaC01g10470D	1
BnaA01g08800D	80
BnaA01g08800D--BnaC01g10480D	65
BnaA01g08810D	31
BnaA01g08810D--BnaC01g10490D	17
BnaA01g08820D	27
BnaA01g08820D--BnaC01g10500D	15
BnaA01g08830D	2
BnaA01g08830D--BnaC01g10510D	6
BnaA01g08850D	30
BnaA01g08850D--BnaC01g10520D	21
BnaA01g08860D	24
BnaA01g08860D--BnaA03g43530D--BnaC01g10530D	5
BnaA01g08860D--BnaC01g10530D	30
BnaA01g08870D	9
BnaA01g08870D--BnaC01g10530D	6
BnaA01g08880D--BnaA08g01540D	7
BnaA01g08890D	68
BnaA01g08890D--BnaA03g43540D--BnaC01g10560D	2
BnaA01g08890D--BnaA03g43540D--BnaC07g35020D--BnaC01g10560D	4
BnaA01g08890D--BnaC01g10560D	80
BnaA01g08900D	110
BnaA01g08900D--BnaCnng69650D	80
BnaA01g08910D	157
BnaA01g08910D--BnaC01g40840D	11
BnaA01g08920D	174
BnaA01g08920D--BnaC01g40830D	32
BnaA01g08920D--BnaC09g19370D	3
BnaA01g08920D--BnaC09g19370D--BnaC01g40830D	5
BnaA01g08930D	51
BnaA01g08930D--BnaC01g40820D	34
BnaA01g08940D	105
BnaA01g08940D--BnaC01g40810D	32
BnaA01g08940D--BnaC07g08800D--BnaC01g40810D	1
BnaA01g08940D--BnaC07g08800D--BnaC08g15250D--BnaC01g40810D	10
BnaA01g08940D--BnaC08g15250D--BnaC01g40810D	2
BnaA01g08950D	244
BnaA01g08950D--BnaC01g40800D	74
BnaA01g08960D	5
BnaA01g08960D--BnaC01g40790D	2
BnaA01g08990D	125
BnaA01g08990D--BnaC01g10570D	9
BnaA01g08990D--BnaC01g10570D--BnaC07g35130D--BnaC08g10370D	1
BnaA01g09010D	2
BnaA01g09020D	74
BnaA01g09020D--BnaC01g10590D	36
BnaA01g09030D	34
BnaA01g09030D--BnaC01g10600D	15
BnaA01g09040D	53
BnaA01g09040D--BnaC01g10610D	7
BnaA01g09040D--BnaC01g10620D	29
BnaA01g09050D	1
BnaA01g09050D--BnaC01g10660D	1
BnaA01g09060D	2
BnaA01g09060D--BnaC01g10730D	4
BnaA01g09070D	13
BnaA01g09070D--BnaA03g43760D--BnaC01g10760D--BnaC07g35220D	2
BnaA01g09070D--BnaC01g10760D	22
BnaA01g09090D	1
BnaA01g09100D--BnaC01g10780D--BnaC07g35250D	10
BnaA01g09100D--BnaC01g10780D--BnaC07g35250D--BnaA03g58240D	2
BnaA01g09100D--BnaC07g35250D	5
BnaA01g09110D	29
BnaA01g09110D--BnaC01g10790D	8
BnaA01g09120D	56
BnaA01g09120D--BnaC01g10800D	34
BnaA01g09130D	39
BnaA01g09130D--BnaC01g10820D	2
BnaA01g09130D--BnaC08g12670D--BnaC01g10820D	1
BnaA01g09130D--BnaC08g12670D--BnaC01g10820D--BnaC06g29780D	1
BnaA01g09140D	55
BnaA01g09140D--BnaC01g10830D	36
BnaA01g09150D	131
BnaA01g09150D--BnaA06g36150D	1
BnaA01g09160D	41
BnaA01g09160D--BnaA03g58260D	1
BnaA01g09160D--BnaC01g40850D	46
BnaA01g09180D	8
BnaA01g09180D--BnaC01g40870D	10
BnaA01g09200D	28
BnaA01g09200D--BnaC01g40890D	127
BnaA01g09210D	1
BnaA01g09210D--BnaC01g40900D	1
BnaA01g09220D	40
BnaA01g09220D--BnaA03g58310D--BnaC01g40920D	1
BnaA01g09220D--BnaC01g40920D	19
BnaA01g09220D--BnaC07g35310D	1
BnaA01g09220D--BnaC07g35310D--BnaA03g58310D--BnaC01g40920D	1
BnaA01g09220D--BnaC07g35310D--BnaC01g40920D	1
BnaA01g09240D	4
BnaA01g09250D	23
BnaA01g09250D--BnaC01g10850D	23
BnaA01g09260D	18
BnaA01g09260D--BnaC01g10860D	42
BnaA01g09270D	390
BnaA01g09270D--BnaA03g58320D	7
BnaA01g09270D--BnaC01g10870D	153
BnaA01g09270D--BnaC01g10870D--BnaA03g58320D	21
BnaA01g09290D	46
BnaA01g09300D	7
BnaA01g09310D	66
BnaA01g09310D--BnaC01g11310D	1
BnaA01g09320D	4
BnaA01g09330D	1
BnaA01g09360D	143
BnaA01g09360D--BnaC01g10930D	81
BnaA01g09370D	58
BnaA01g09370D--BnaC01g10970D	25
BnaA01g09380D	103
BnaA01g09380D--BnaC01g10970D	1
BnaA01g09380D--BnaCnng54910D	21
BnaA01g09390D	45
BnaA01g09390D--BnaC01g10980D--BnaCnng54920D	31
BnaA01g09390D--BnaCnng54920D	2
BnaA01g09400D	17
BnaA01g09400D--BnaC01g10990D	14
BnaA01g09420D	33
BnaA01g09420D--BnaC01g11010D	33
BnaA01g09430D	13
BnaA01g09430D--BnaC01g11010D	31
BnaA01g09440D	1
BnaA01g09470D	40
BnaA01g09470D--BnaC01g11030D	29
BnaA01g09480D	32
BnaA01g09480D--BnaC01g11040D	102
BnaA01g09490D--BnaC01g11060D	1
BnaA01g09510D--BnaC09g48870D	8
BnaA01g09520D	370
BnaA01g09520D--BnaC01g11140D	151
BnaA01g09520D--BnaC01g11140D--BnaC03g62800D--BnaAnng31880D	11
BnaA01g09520D--BnaC03g62800D--BnaAnng31880D	6
BnaA01g09530D	188
BnaA01g09530D--BnaA03g58360D	51
BnaA01g09530D--BnaAnng31110D	2
BnaA01g09530D--BnaC01g11150D	41
BnaA01g09530D--BnaC01g11150D--BnaA03g58360D	17
BnaA01g09530D--BnaC01g11150D--BnaAnng35300D	10
BnaA01g09530D--BnaC01g11150D--BnaC03g62810D--BnaA03g58360D--BnaAnng31110D	1
BnaA01g09530D--BnaC01g11150D--BnaC03g62810D--BnaAnng35300D	11
BnaA01g09540D	172
BnaA01g09540D--BnaA03g58370D	4
BnaA01g09540D--BnaC01g11160D	49
BnaA01g09540D--BnaC01g11160D--BnaA03g58370D	11
BnaA01g09540D--BnaC01g11160D--BnaA03g58370D--BnaC07g50200D	2
BnaA01g09540D--BnaC01g11160D--BnaC07g50200D	2
BnaA01g09540D--BnaC07g50200D	2
BnaA01g09550D	11
BnaA01g09560D	21
BnaA01g09560D--BnaC01g11180D	5
BnaA01g09570D	11
BnaA01g09570D--BnaC01g11190D	9
BnaA01g09580D	2
BnaA01g09620D	78
BnaA01g09620D--BnaA03g58410D--BnaC07g50160D	1
BnaA01g09620D--BnaC01g11220D	31
BnaA01g09640D	417
BnaA01g09640D--BnaC01g11290D	205
BnaA01g09640D--BnaC01g11300D	282
BnaA01g09640D--BnaC01g11300D--BnaC01g11290D	344
BnaA01g09650D	33
BnaA01g09650D--BnaC01g11310D	28
BnaA01g09660D	7
BnaA01g09660D--BnaC01g11320D	7
BnaA01g09690D	62
BnaA01g09690D--BnaC01g11370D	15
BnaA01g09700D	46
BnaA01g09700D--BnaA03g43770D--BnaC01g11380D--BnaC07g35530D	9
BnaA01g09700D--BnaA03g43770D--BnaC07g35530D	6
BnaA01g09700D--BnaC01g11380D	35
BnaA01g09710D	68
BnaA01g09710D--BnaC01g11390D	98
BnaA01g09710D--BnaC01g11390D--BnaC03g62930D	2
BnaA01g09710D--BnaC01g11390D--BnaC07g35540D	1
BnaA01g09710D--BnaC03g62930D	1
BnaA01g09720D	25
BnaA01g09720D--BnaC01g11410D	29
BnaA01g09730D	255
BnaA01g09730D--BnaC01g11430D	1
BnaA01g09730D--BnaC01g11440D	129
BnaA01g09740D	128
BnaA01g09740D--BnaC01g11450D	118
BnaA01g09770D	58
BnaA01g09770D--BnaC01g11470D	7
BnaA01g09780D	9
BnaA01g09780D--BnaC01g11490D	22
BnaA01g09790D	16
BnaA01g09790D--BnaA03g43870D--BnaC01g11500D	3
BnaA01g09790D--BnaA03g43870D--BnaC01g11500D--BnaC07g35670D	2
BnaA01g09790D--BnaC01g11500D	37
BnaA01g09790D--BnaC01g11500D--BnaC07g35670D	2
BnaA01g09800D	71
BnaA01g09800D--BnaC01g11510D	3
BnaA01g09810D	67
BnaA01g09810D--BnaC01g11510D	17
BnaA01g09820D	47
BnaA01g09820D--BnaC01g11520D	76
BnaA01g09830D	177
BnaA01g09830D--BnaA03g43880D	4
BnaA01g09830D--BnaA03g43880D--BnaC01g11530D	19
BnaA01g09830D--BnaA03g43880D--BnaC01g11530D--BnaC07g35680D	20
BnaA01g09830D--BnaA03g43880D--BnaC07g35680D	1
BnaA01g09830D--BnaC01g11530D	272
BnaA01g09830D--BnaC07g35680D	6
BnaA01g09840D	44
BnaA01g09840D--BnaCnng62690D	19
BnaA01g09850D	20
BnaA01g09850D--BnaCnng66530D	13
BnaA01g09860D	118
BnaA01g09860D--BnaA03g43910D--BnaC01g40980D	2
BnaA01g09860D--BnaA03g43910D--BnaC07g35730D--BnaC01g40980D	4
BnaA01g09860D--BnaC01g40980D	123
BnaA01g09870D	108
BnaA01g09870D--BnaC01g40960D	27
BnaA01g09880D	80
BnaA01g09880D--BnaC01g40950D	11
BnaA01g09890D	424
BnaA01g09890D--BnaC01g41000D	425
BnaA01g09900D	1076
BnaA01g09900D--BnaC01g11550D	740
BnaA01g09910D	101
BnaA01g09910D--BnaC01g11560D	17
BnaA01g09920D	64
BnaA01g09920D--BnaC01g11590D	14
BnaA01g09930D	144
BnaA01g09930D--BnaC01g11600D	90
BnaA01g09940D	146
BnaA01g09940D--BnaC01g11610D	53
BnaA01g09970D	115
BnaA01g09970D--BnaA03g43940D--BnaC01g11640D--BnaC05g46060D	17
BnaA01g09970D--BnaA03g43940D--BnaC07g35780D	2
BnaA01g09970D--BnaC01g11640D	14
BnaA01g09970D--BnaC01g11640D--BnaC05g46060D	341
BnaA01g09970D--BnaC01g11640D--BnaC05g46060D--BnaC03g63120D	2
BnaA01g09970D--BnaC01g11640D--BnaC07g35780D--BnaC05g46060D	3
BnaA01g09970D--BnaC03g63120D	1
BnaA01g09970D--BnaC05g46060D	287
BnaA01g09970D--BnaC05g46060D--BnaC03g63120D	10
BnaA01g09970D--BnaC07g35780D	1
BnaA01g09980D	16
BnaA01g09990D	46
BnaA01g09990D--BnaC01g11740D	49
BnaA01g10000D	83
BnaA01g10000D--BnaC01g11750D	147
BnaA01g10000D--BnaC01g11750D--BnaC03g63180D	97
BnaA01g10000D--BnaC03g63180D	4
BnaA01g10000D--BnaC03g63180D--BnaC03g63190D--BnaAnng25210D	2
BnaA01g10020D	42
BnaA01g10020D--BnaA03g44050D--BnaC01g11810D	1
BnaA01g10020D--BnaA03g44050D--BnaC03g63220D	2
BnaA01g10020D--BnaC01g11810D	28
BnaA01g10030D	31
BnaA01g10030D--BnaC01g11820D	26
BnaA01g10040D	37
BnaA01g10040D--BnaA03g44090D--BnaC07g35900D	1
BnaA01g10040D--BnaC01g11830D	77
BnaA01g10040D--BnaC01g11830D--BnaC03g63240D	3
BnaA01g10040D--BnaC01g11830D--BnaC07g35900D	1
BnaA01g10050D	180
BnaA01g10050D--BnaA03g44100D	3
BnaA01g10050D--BnaA03g44100D--BnaC01g11850D	3
BnaA01g10050D--BnaA03g44100D--BnaC01g11850D--BnaC07g35910D	29
BnaA01g10050D--BnaA03g44100D--BnaC07g35910D	2
BnaA01g10050D--BnaC01g11850D	88
BnaA01g10050D--BnaC01g11850D--BnaC07g35910D	2
BnaA01g10060D	24
BnaA01g10060D--BnaC01g11880D	10
BnaA01g10060D--BnaC01g11880D--BnaC03g63310D	1
BnaA01g10070D	2
BnaA01g10080D	3
BnaA01g10090D	4
BnaA01g10100D	190
BnaA01g10100D--BnaC01g11930D	69
BnaA01g10100D--BnaC01g11940D	75
BnaA01g10110D	127
BnaA01g10110D--BnaC01g11950D	6
BnaA01g10130D	2
BnaA01g10140D	8
BnaA01g10160D	47
BnaA01g10160D--BnaC01g11960D	28
BnaA01g10170D	2
BnaA01g10170D--BnaC01g11970D	4
BnaA01g10200D	28
BnaA01g10200D--BnaC01g11990D	5
BnaA01g10210D--BnaA05g22120D	1
BnaA01g10220D	89
BnaA01g10220D--BnaC01g12020D	92
BnaA01g10230D	158
BnaA01g10230D--BnaC01g12030D	102
BnaA01g10260D	2
BnaA01g10260D--BnaC01g41260D	1
BnaA01g10270D	299
BnaA01g10270D--BnaA03g44190D--BnaC01g41270D	3
BnaA01g10270D--BnaA03g44190D--BnaC07g36060D	1
BnaA01g10270D--BnaA03g44190D--BnaC07g36060D--BnaC01g41270D	8
BnaA01g10270D--BnaA03g44270D--BnaC01g41270D	5
BnaA01g10270D--BnaC01g41270D	505
BnaA01g10270D--BnaC07g36060D--BnaC01g41270D	5
BnaA01g10280D	146
BnaA01g10280D--BnaA04g18070D	10
BnaA01g10280D--BnaA04g18070D--BnaC01g41280D	24
BnaA01g10280D--BnaA09g20860D--BnaC01g41280D	1
BnaA01g10280D--BnaC01g41280D	1538
BnaA01g10280D--BnaC01g41280D--BnaAnng20340D--BnaUnng01510D	2
BnaA01g10280D--BnaC01g41280D--BnaCnng61100D	5
BnaA01g10280D--BnaC01g41280D--BnaUnng01510D	11
BnaA01g10280D--BnaCnng15380D--BnaC01g41280D	4
BnaA01g10280D--BnaCnng61100D	1
BnaA01g10280D--BnaUnng01510D	8
BnaA01g10290D	4
BnaA01g10300D	1
BnaA01g10300D--BnaC01g41300D	3
BnaA01g10310D	19
BnaA01g10310D--BnaA03g44320D--BnaC01g41320D	5
BnaA01g10310D--BnaA08g30510D	1
BnaA01g10310D--BnaC01g41320D	58
BnaA01g10310D--BnaC07g28340D	1
BnaA01g10310D--BnaC07g36080D--BnaC01g41320D	3
BnaA01g10320D	47
BnaA01g10320D--BnaC01g41330D	188
BnaA01g10330D--BnaC01g41340D	1
BnaA01g10340D	37
BnaA01g10340D--BnaCnng53710D	7
BnaA01g10350D	18
BnaA01g10360D	78
BnaA01g10360D--BnaCnng18610D	134
BnaA01g10370D	10
BnaA01g10370D--BnaCnng18620D	10
BnaA01g10380D	1
BnaA01g10390D	2
BnaA01g10390D--BnaCnng18640D	2
BnaA01g10400D	18
BnaA01g10400D--BnaCnng18650D	6
BnaA01g10410D	28
BnaA01g10410D--BnaCnng18660D	17
BnaA01g10420D	398
BnaA01g10420D--BnaCnng18670D	199
BnaA01g10430D	5
BnaA01g10440D	4
BnaA01g10440D--BnaA08g30400D	4
BnaA01g10440D--BnaC03g63730D	3
BnaA01g10460D	8
BnaA01g10460D--BnaCnng18710D	15
BnaA01g10460D--BnaCnng18710D--BnaAnng30860D	1
BnaA01g10480D	82
BnaA01g10480D--BnaAnng29720D	4
BnaA01g10490D	44
BnaA01g10490D--BnaCnng55660D	37
BnaA01g10500D	108
BnaA01g10500D--BnaCnng55670D	91
BnaA01g10510D	40
BnaA01g10510D--BnaCnng55680D	19
BnaA01g10520D	66
BnaA01g10520D--BnaA03g15590D	54
BnaA01g10530D	23
BnaA01g10530D--BnaA03g44510D	1
BnaA01g10530D--BnaC01g12060D	29
BnaA01g10530D--BnaC01g12060D--BnaC07g36340D--BnaA03g44510D	1
BnaA01g10540D	12
BnaA01g10540D--BnaC01g12070D	5
BnaA01g10550D	272
BnaA01g10550D--BnaA03g44530D	9
BnaA01g10550D--BnaA03g44530D--BnaA08g30480D	12
BnaA01g10550D--BnaA03g44530D--BnaC03g63820D--BnaA08g30480D	4
BnaA01g10550D--BnaC01g12080D	140
BnaA01g10550D--BnaC01g12080D--BnaC07g36360D	2
BnaA01g10550D--BnaC01g12080D--BnaC07g36360D--BnaA03g44530D	19
BnaA01g10550D--BnaC07g36360D	18
BnaA01g10550D--BnaC07g36360D--BnaA03g44530D	7
BnaA01g10570D	4
BnaA01g10570D--BnaC01g12090D	2
BnaA01g10570D--BnaC01g12090D--BnaC03g63830D--BnaA08g30490D	5
BnaA01g10580D	176
BnaA01g10580D--BnaC01g12100D	66
BnaA01g10580D--BnaC01g12100D--BnaC07g36370D	2
BnaA01g10590D	140
BnaA01g10590D--BnaC01g12120D	143
BnaA01g10600D	167
BnaA01g10600D--BnaC01g12130D	203
BnaA01g10610D	1
BnaA01g10620D	8
BnaA01g10620D--BnaC01g12150D	14
BnaA01g10630D	165
BnaA01g10630D--BnaC01g12160D	76
BnaA01g10630D--BnaC01g12160D--BnaC07g36390D	8
BnaA01g10650D	216
BnaA01g10650D--BnaAnng39400D	2
BnaA01g10650D--BnaC01g12180D	91
BnaA01g10650D--BnaC01g12180D--BnaAnng39400D	2
BnaA01g10660D	15
BnaA01g10660D--BnaC01g12190D	4
BnaA01g10670D	34
BnaA01g10670D--BnaC01g12200D	43
BnaA01g10680D	3
BnaA01g10680D--BnaC01g12210D	2
BnaA01g10690D	20
BnaA01g10690D--BnaA06g20860D	3
BnaA01g10690D--BnaA10g00850D--BnaA08g00830D--BnaCnng09770D	1
BnaA01g10690D--BnaC01g12230D	4
BnaA01g10720D--BnaC01g12250D	1
BnaA01g10720D--BnaC01g12250D--BnaC01g12300D	1
BnaA01g10730D	30
BnaA01g10730D--BnaCnng18690D	35
BnaA01g10740D	160
BnaA01g10740D--BnaC01g12260D	109
BnaA01g10750D	866
BnaA01g10750D--BnaC01g12320D	269
BnaA01g10750D--BnaC01g12320D--BnaC01g12330D	14
BnaA01g10750D--BnaC01g12330D	36
BnaA01g10750D--BnaC07g36420D	12
BnaA01g10760D	661
BnaA01g10760D--BnaC01g12340D	573
BnaA01g10760D--BnaC01g12340D--BnaA03g44620D	22
BnaA01g10760D--BnaC01g12340D--BnaC07g36440D	3
BnaA01g10760D--BnaC01g12340D--BnaC07g36440D--BnaA03g44620D	19
BnaA01g10760D--BnaC07g36440D--BnaA03g44620D	24
BnaA01g10770D--BnaA01g11010D--BnaC01g12350D	2
BnaA01g10770D--BnaA01g11010D--BnaC01g12350D--BnaAnng31480D	6
BnaA01g10770D--BnaA01g11010D--BnaC01g12350D--BnaC01g12500D--BnaAnng31480D	8
BnaA01g10770D--BnaAnng31480D	3
BnaA01g10770D--BnaC01g12350D	13
BnaA01g10770D--BnaC01g12350D--BnaAnng31480D	9
BnaA01g10770D--BnaC01g12500D--BnaAnng31480D	1
BnaA01g10780D	92
BnaA01g10780D--BnaC01g12360D	75
BnaA01g10790D	8
BnaA01g10790D--BnaC01g12370D	2
BnaA01g10800D	43
BnaA01g10800D--BnaC01g12380D	56
BnaA01g10800D--BnaC01g12380D--BnaC07g36480D	1
BnaA01g10810D	38
BnaA01g10810D--BnaC01g12390D	26
BnaA01g10820D	3
BnaA01g10830D	14
BnaA01g10830D--BnaC01g12410D	7
BnaA01g10840D	10
BnaA01g10840D--BnaC01g12420D	11
BnaA01g10880D	3
BnaA01g10890D	2
BnaA01g10920D--BnaUnng03510D	1
BnaA01g10940D	10
BnaA01g10940D--BnaC01g12430D	12
BnaA01g10960D	37
BnaA01g10960D--BnaC01g12450D	18
BnaA01g10970D	20
BnaA01g10980D	15
BnaA01g10990D	51
BnaA01g10990D--BnaC01g12480D	14
BnaA01g10990D--BnaC03g64420D	3
BnaA01g11000D	109
BnaA01g11000D--BnaC01g12490D	4
BnaA01g11000D--BnaC01g12490D--BnaC07g36560D--BnaA03g58550D	1
BnaA01g11000D--BnaC03g64400D	26
BnaA01g11000D--BnaC07g36560D--BnaA03g58550D	19
BnaA01g11010D	4
BnaA01g11010D--BnaC01g12350D	1
BnaA01g11010D--BnaC01g12350D--BnaC01g12500D--BnaAnng31480D	2
BnaA01g11020D	72
BnaA01g11020D--BnaC01g12510D	33
BnaA01g11030D	34
BnaA01g11030D--BnaC01g12530D	6
BnaA01g11040D	30
BnaA01g11040D--BnaA03g14640D--BnaA09g12610D	30
BnaA01g11040D--BnaA05g02420D--BnaA09g12610D	2
BnaA01g11040D--BnaA09g12610D	17
BnaA01g11060D	352
BnaA01g11060D--BnaC01g12560D	451
BnaA01g11060D--BnaC01g12560D--BnaA03g58520D	24
BnaA01g11060D--BnaC01g12560D--BnaA03g58520D--BnaC03g64370D	4
BnaA01g11060D--BnaC01g12560D--BnaC07g36590D	2
BnaA01g11060D--BnaC03g64370D	3
BnaA01g11060D--BnaC07g36590D--BnaA03g58520D	1
BnaA01g11070D	37
BnaA01g11070D--BnaC01g12570D	68
BnaA01g11070D--BnaC07g36600D	1
BnaA01g11080D	8
BnaA01g11080D--BnaC01g12580D	2
BnaA01g11090D	130
BnaA01g11090D--BnaC01g12590D	20
BnaA01g11090D--BnaC01g12590D--BnaC02g43850D	3
BnaA01g11090D--BnaC01g12590D--BnaC02g43860D	5
